［東京２６日ロイター］ - 東京海上日動火災保険は今年度下期、ヘッジ外債を５００億円強積み増す。対象はヘッジコストが上昇しても金利収入を得やすい投資適格級の欧米社債が中心。国内債は日銀コントロール下の現行金利水準に妙味が乏しいとして、引き続き積み増しを見送る。,金融・マーケット
［ニューヨーク２６日ロイター］ - 米ニューヨーク時間午前の取引で、原油先物価格が下げ幅を縮め、北海ブレントは再び５０ドルの節目を上抜けた。米原油在庫が予想外に減少したことが追い風となった。,金融・マーケット
(Bloomberg) --野村ホールディングスの第２四半期（７－９月）の海外事業が黒字となったことが複数の関係者への取材で分かった。黒字は２四半期連続となる。債券などトレーディングの好調に加え、欧州・米州事業での人員削減が完了したことが奏功した。,金融・マーケット
1月末の日銀によるマイナス金利政策導入以後、ドル円レートは急激に円高にシフトし、1ドル=100円割れも覚悟せずにはいられない展開となったが、9月末以降、ドル円はやや円安方向に戻し、現在は、1ドル＝104円台で推移している。,金融・マーケット
消滅寸前だった米国の新規株式公開（IPO）市場に、ようやくまた弾みがつきつつある兆しが増している。投資家はこの1カ月に株式公開した企業に強い関心を示している。特に人気が高いのがテクノロジー株で、ディールロジックによると、米国で9月...,金融・マーケット
大学生は就活時期になると学校の勉強の話よりも「どこを受けるか」の話で盛り上がります。「お前どうする？」「俺は○○業界で攻める」「そっかー、俺はこっちだな」。大体こんな会話が時間的余裕のある就活前半で交わされる会話。それが後半になると「お前、内定出た？」「まだ。,キャリア・教育
「やる気」ってそもそも何でしょう？心理学の観点から「やる気」の正体を探ります。,キャリア・教育
ダボス会議で知られる世界経済フォーラム（ＷＥＦ）は２６日付で、各国の男女格差（ジェンダーギャップ）を比較した今年の報告書を発表した。日本は世界１４４カ国中１１１位となり、主要７カ国（Ｇ７）で最下位。…,キャリア・教育
大手広告会社の電通（東京都港区）について、厚生労働省は、違法な長時間労働が行われていたとして同社関西支社（大阪市）が労働基準法違反で是正勧告を受けていたにもかかわらず、労働時間短縮に取り組み、働きやすい「子育てサポート企業」に認定していたことがわかった。,キャリア・教育
過労のためうつ病などの精神的な病気になった人は３０代が最も多く、労災が認められたケースの３割を占めていることが厚生労働省のまとめで分かりまし…,キャリア・教育
「プログラミング教育」は、2020年度から日本の小学校計約2万校で必修化される。同時に、これまで単なる「外国語活動」だった小学5、6年生の英語が「教科」に格上げされ、年間の授業時数も倍増。3、4年生も...,キャリア・教育
日本のソフト技術者は労働時間が長い一方、やりがいや満足度は低いという国際比較を同志社大が発表した。,キャリア・教育
男性では、飲食店員や美容師などサービス職が脳卒中や心筋梗塞（こうそく）で若くして死亡するリスクが他の職業よりも高い――。国立国際医療研究センターの和田耕治医師（産業保健学）のチームが研究成果をまとめ…,キャリア・教育
筑和正格(つくわ まさのり) 北海道学習センター所長から学位記を授与される加藤さん 学ぶことに終わりはないことを身をもって示し、なおも学び続けている、見習いたい人がいる。今年9月に放送大学の教養学部教養学科「生活と福 … 続きを読む,キャリア・教育
２５年前に若手社員が過労自殺し、責任を認めた電通。再発防止を誓ったが、再び悲劇が起きた。教訓はなぜ生かされなかったのか。「もう４時だ体が震えるよ……しぬもう無理そう。つかれた」…,キャリア・教育
フォーブスは10月24日、今年の「スポーツ4部門のブランド・ランキング（Forbes Fab 40）」を発表した。このランキングは、スポーツ・ビジネスのほかチーム、アスリート、イベントの各部門のブランド価値トップ10をそれぞれ決定するもの。,スポーツ
スポーツで成功を収めるうえで、不可欠なのは「心技体」といわれる。アスリートが練習を重ねて「技」と「体」を磨いていく一方、「心」のトレーニングはおろそかにされがちだ。極限状態の本番でモノをいうのは...,スポーツ
26日に日本シリーズ第4戦が札幌ドームで行われ、日本ハムが8回レアードの勝ち越し2点本塁打で、3-1と勝利を収めた。これで今シリーズ2勝2敗と対戦成績を五分に戻した。,スポーツ
ロッテは27日、11月1日から22日の日程で行われる鴨川秋季キャンプの参加メンバー34選手を発表した。,スポーツ
ゴールを祝福されるナチョ【写真：Getty Images】レアル・マドリーのジネディーヌ・ジダン監督は、カップ戦でDFナチョが記録したゴールについて、自身の伝説的なゴール以上に素晴らしかったと絶賛している。26日付のスペイン紙『マルカ』,スポーツ
ようやく4番のバットが火を噴いた。日本ハムの中田翔だ。,スポーツ
26日（日本時間27日)に行われたワールドシリーズ第2戦はカブスが敵地でインディアンスを5-1で破り、1勝1敗のタイとした。先発のアリエッタが6回途中を2安打1失点と好投。打線も負傷から復帰したシュワーバーが2打点を挙げるなど、9安打で5点を奪った。,スポーツ
ガンバ大阪のU-19日本代表MF堂安律【写真：Getty Images】 10月27日に行われるAFC U-19選手権バーレーン2016の準決勝で、ベトナムと日本が激突する。ベスト4に進出し、既にU-20ワールドカップ出場権を獲得している,スポーツ
オリックスは27日、11月1日から18日の日程で行う高知秋季キャンプの参加メンバーを発表した。23選手が参加する予定。,スポーツ
【10月27日 AFP】ドイツカップ（German Cup 2016-17）は26日、2回戦の試合が各地で行われれ、前回大会王者のバイエルン・ミュンヘン（Bayern Munich）が3-1でFCアウクスブルク（FC Augsburg）を下し、3回戦進出を決めた。,スポーツ
先週大阪で開催されたジュニアの国際大会「大阪市長杯世界スーパージュニアテニス」は、11年前に錦織圭も出場した大会だ。,スポーツ
26日の日本シリーズ第4戦（札幌ドーム）は日本ハムが3-1で広島を破り、2勝2敗のタイとした。大谷翔平のサヨナラ打で決着をつけた前日に続く劇的勝利で、完全に広島に傾いたかに見えた流れを日本ハムが引き寄せた。,スポーツ
マイクロソフトはニューヨークで開催した「Windows 10」関連イベントで、「Microsoft Paint（ペイント）」のアップデート版である「Paint 3D」を発表した。,イノベーション
10月18日～10月25日のAppleに関連するCNET Japanのニュースをまとめた「今週のAppleニュース一気読み」。,イノベーション
政府が公認した国家資格になっているメソッドがあることをご存知だろうか？,イノベーション
飛躍的成長のポテンシャルソニーが10月13日に発売した「プレイステーションVR」は、仮想現実（VR）が一般に普及する時代の幕開けを告げている。このガジェットがホームエンターテイメントのマストアイ...,イノベーション
増加し続ける法令順守のコストロンドンを拠点とする「コンプライ・アドバンテージ（ComplyAdvantage）」は、コンプライアンス管理を行うスタートアップだ。金融機関に対して人工知能を使ったマ...,イノベーション
「宇宙のどこかに、人類以外の知的生命体は存在しているのか」。多くのSF作品などで語られる宇宙人の存在ですが、現在でもこの壮大な問いに対する答えは出ていません。しかし、近年におけるIT技術の目覚ましい発展によって、地球外知的生命体を発見するための試みが加速しつつあるようです。 地球外知的生命体を発見するための試,イノベーション
テスラ、スペースX、ソーラーシティを率いるイーロン・マスクは、シリコンバレーにとって称賛と愛情と尊敬の対象だ。だが、ひたすら人を戸惑わせる言動に、嫌悪感や疑念を抱く声も上がり始めた。 マスクはは...,イノベーション
第2世代は新機能搭載でさらにクールたしかなことがひとつある。電動スケートボードは、あのダサいホバーボードよりもはるかにクールで、はるかに楽しいということだ。筆者はここしばらく、ボード業界を代表す...,イノベーション
テスラ、スペースX、ソーラーシティを率いるイーロン・マスクは、シリコンバレーにとって称賛と愛情と尊敬の対象だ。だが、ひたすら人を戸惑わせる言動に、嫌悪感や疑念を抱く声も上がり始めた。 マスクはは...,イノベーション
2017年末までに事業展開を2倍に配車アプリ世界最大手、米ウーバーテクノロジーズの中南米事業の幹部10人は9月、同社のメキシコシティーのオフィスのテーブルに集まり、今後の懸念事項について話し合っ...,イノベーション
「71年前、雲一つない晴れ渡った朝に、死が空から降ってきて世界が一変しました」2016年5月27日、現職のアメリカ大統領として初めて広島を訪れたオバマ氏によるスピーチは、聴く人の胸にそれぞれ大きな感慨をもたらした。「さまざまな批判を超えて、オバマ大統領の広島訪問は『よく来てくれた』という歴史的記憶となって、多,イノベーション
出入国審査や税関から長い列が消えるポルトガル・リスボンにある政府の研究施設で映像監視技術の研究を行っていたミゲル・ライトマンとベント・コレイアは、自分たちが開発している技術を商業的に利用すること...,イノベーション
「わが社の出番」柳青社長が表明この夏にウーバーの中国部門買収を発表した中国の配車サービス最大手「滴滴出行」が、国外への事業展開を表明した。「われわれは間違いなくグローバル展開する」同社の柳青社長...,イノベーション
口述筆記のプロと同等レベルマイクロソフトの最高音声科学責任者を務めるズードン・フアン（Xuedong Huang）は2015年12月、ビジネス・インサイダーに対して、コンピューターは今後4年から...,イノベーション
テクノロジーを活用した地方創生の新たな試みとして、日本IBMが今年スタートした「イノベートハブ・九州」。9月に福岡で開催されたハッカソンには、国内からだけでなく、台湾の国立台湾大学の大学院生ら精...,イノベーション
シリコンバレーのコンペで優勝「庭用のルンバ」と呼ばれているロボットがある。「コビ」（Kobi）というロボットだ。コビは、家の中を勝手に動き回ってきれいにしてくれるお掃除ロボット「ルンバ」と同じよ...,イノベーション
