28日（日本時間29日）にメキシコ・モンテレイで開幕した「第1回 WBSC U-23ワールドカップ」。初戦をニカラグアと戦った日本は6-1と快勝したが、白星発進の立役者は、なんと言っても先発を務めた本田圭佑（西武）だった。,スポーツ
ラグビーイングランド代表のエディー・ジョーンズヘッドコーチは、南アフリカ戦での「ひどい」連敗記録に終止符を打つことを目指す中、選手たちに「再建中」のスプリングボクス（南アフリカ代表の愛称）を警戒するよう求めた。,スポーツ
ラグビーイングランド代表は11日、オーストラリア代表とのテストマッチに39-28で勝利した。,スポーツ
「無礼」日本代表チームの通訳を務める佐藤秀典は、あえて強い言葉に訳した。「2度のテストマッチを通じて、我々はちょっと無礼な扱いを受けたと思う」,スポーツ
世界ロードレース選手権の元王者ワイン・ガードナー（オーストラリア）氏が29日、暴行容疑で逮捕された際の日本の警察の待遇を激しく非難した。,スポーツ
ワールドシリーズ第3戦は28日（日本時間29日）、インディアンスがカブスに1-0で勝利した。カブスの本拠地リグレー・フィールドで71年ぶりのワールドシリーズ開催。両チームが継投で失点を阻止する展開となったが、7回にインディアンスが代打クリスプのタイムリーで1点をもぎ取った。68年ぶりの世界一へ2勝1敗とリードした。,スポーツ
バルセロナは現地時間22日、リーガエスパニョーラ第9節でバレンシアと対戦し、アウェイで3-2の勝利を収めた。今季は早くも2敗を喫しているバルセロナだが、これで3連勝。しかし、バレンシア相手に決して楽に勝利したわけではなかった。ボール保持率で上回るもバレンシアのインテンシティの高さに苦戦し、大黒柱のアンドレス・イニエスタまで負傷するなど、今後に向けて不安の残る内容だった。,スポーツ
上位争いをしながらも終盤に失速してしまった昨季のヘルタ・ベルリンだったが、今季はバイエルン・ミュンヘンに敗れたものの６節終了時点で２位につけ好調だ。,スポーツ
男子テニス、スイス・インドアは28日、シングルス準々決勝が行われ、大会第1シードのスタン・ワウリンカ（スイス）が2-6、7-5、1-6でミーシャ・ズベレフ（ドイツ）に敗れ、大会から姿を消した。,スポーツ
男子テニス、スイス・インドアは28日、シングルス準々決勝が行われ、大会第1シードのスタン・ワウリンカ（スイス）が2-6、7-5、1-6でミーシャ・ズベレフ（ドイツ）に敗れ、大会から姿を消した。,スポーツ
男子日本が準決勝進出 リオデジャネイロ五輪から初実施のラグビー7人制の男子で、日本は1次リーグC組最終戦でケニアに31―7で勝ち、同組2位で進出した準々決勝ではB組2位のフランスを12―7で破った。準決勝ではA組1位のフィ,スポーツ
21年前の5月2日、野茂英雄がメジャーデビューを果たした。あの試合に出場した選手たちは、今何をしているのだろうか。,スポーツ
今季、シーズン最終盤の登板回避を除けば、初めて1年間、先発ローテーションを守り、最優秀防御率のタイトル争いにも絡んだ田中。そんなエースに対して地元紙の評価は高い。,スポーツ
EURO2016のポルトガル−ウェールズ戦は「銀河系エース対決」だったという。ロナウドにあってベイルになかったものが勝敗を決定づけたと記者。ロナウドの04年大会で大泣きした過去がパフォーマンスに結びついたとのこと,スポーツ
U-16日本の若き逸材たちが痺れるような「1-０」勝利で手に入れたもの,スポーツ
かつては高学歴を獲得すれば、輝かしい未来が約束されるように思えたかもしれない。 「大学全入時代」のいま、話はそう単純ではない。,キャリア・教育
ICCカンファレンスの特別会場において株式会社アカツキ 代表取締役CEO 塩田 元規 氏、株式会社メルカリ 取締役 小泉 文明 氏、株式会社リンクアンドモチベーション 執行役員麻野 耕司 氏の3名をお迎えし、「強い組織/企業文化の作り方」をテーマに約60分間のインタビュー対談を行いました。（その2）は主にメルカリの基本的な企業文化の考え方と複数事業にまたがる組織の作り方について議論しました。是非御覧ください。,キャリア・教育
昨年１２月に新入社員の高橋まつりさん＝当時（２４）＝が過労自殺した電通について、厚生労働省が労働時間短縮に取り組み、働きやすい「子育てサポート企業」に認定してい,キャリア・教育
がんばることはいいが、それが長時間働くことを意味してしまうと、成長の選択肢は狭まってしまう。費やした時間より、生み出した成果、そして、生み出す効率となる「生産性」を社会の価値観の真ん中に据える必要がある。,キャリア・教育
マンパワーグループは10月28日、「勤務先で感じるストレス」に関する調査の結果を発表した。同調査は6月、20～59歳で勤続年数1年以上の正社員400名を対象に、アンケート調査で行われた。,キャリア・教育
外資系金融出身者は、多かれ少なかれ同じようなことを言う。外資系金融企業は「道場」。優れた人材を育てる最良の学校である、と。本連載では、この学校を卒業し、活躍する人々を紹介する。全4回でお届けするモルガン・スタンレー出身の小林りん氏,キャリア・教育
私はかつて、私以外の同じ部署のメンバーが全員ワーキングマザーで時短勤務、という環境で働いた経験がある。 私が課,キャリア・教育
かつては高学歴を獲得すれば、輝かしい未来が約束されるように思えたかもしれない。 「大学全入時代」のいま、話はそう単純ではない。,キャリア・教育
皆様、こんにちは。 最近学歴の話題をよく目にします。 今回はいつも読ませていただいているポジ熊さんのこのエントリーと、 高卒でも人生困らない自分に大卒の重要性を理解できない理由がわかった - ポジ熊の人生記 その中で言及されているこちらのエントリー、 「いまの日本では、大学くらい出ておかないと幸せになれない」は幻想。90年代『自分らしさ』的個性尊重主義は、いまこそ再評価されるべき - 自意識,キャリア・教育
「なんだか今日はやる気がでない…。」 長い仕事人生、時にはそんな日もありますよね。では、その「やる気」の正体とは、何なのでしょうか。今回は心理学の観点から探ってみたいと思います。 やる気に深く関わる「自己効力感」とは？ 心理学ではやる気のことを「モチベーション」と表現しますが、これには「自己効力感」が深く関わっているといわれています。 「自己効力感」。あまり聞き慣れない言葉ですが、以下のよう,キャリア・教育
これから家族が増えることを考えると、マイホームを買ったほうが得だろうか？「家を持つこと」の意味も時代とともに変わっているが,キャリア・教育
子どもを持つ親ならば、誰もが子どもに対して「立派に育ってほしい」と思うものです。そんな「立派な子どもに育てるための方法」を、アメリカのラジオネットワークNPRが解き明かしています。How T,キャリア・教育
いま世の中は「ほめて伸ばす」を標榜した子育て本であふれている。本書は、それを実践している親御さんにこそ、ぜひ読んで欲しい一冊だ。子育てに答えはない。同じ主張の本を読むよりも、違う意見に耳を傾ける余裕こそが大切だと私は思う。最悪なのは、マニュアルで子供を操縦しようと考えることだ。ほめる子育てを実践中の方が本書を読めば、ニュートラルに戻る。その状態を「迷いが深まった」というふうに感じる人もいるか,キャリア・教育
スケジュールの詰め込みすぎは、健康に良いものではありません。ではなぜ、空白の時間を意図的に計画する必要があるのかについてご説明します。,キャリア・教育
「NextShark」のライターBenjamin Hardy氏の記事によると、学生時代に成績が悪かった人ほど、ビジネスで成功している傾向にあるのだとか。一体どうして…？ここでは、その理由を8つ紹介します。 01. “当たり前”を 疑う力が身についている 成績がよくない学生ほど、学校のカリキュラムに不満を抱いています。多くの生徒は「とにかく守らなきゃいけないもの」と思っているものを、「なぜ、守,キャリア・教育
国際的に低水準にとどまり続ける日本の有給休暇取得率。しかし、「休めない」日本人の生産性は芳しくない。,キャリア・教育
私は時々ドイツに駐在している日本のメーカーや銀行の駐在員の方々から、「なぜドイツ企業の生産性は高いのか」と尋ねられることがある。 彼らは、「ドイツ企業は効率的で、生産性が高い」という印象を持っている。そのことは、複数の研究機関の報告によって裏づけられている。 ドイツ人の労働時間は、日本よりも短いが、労働者１人あたりが生み出す付加価値は、日本を上回っている。この事実は、日本ではあまり知られてい,キャリア・教育
グリーンスクールの教師はどのように採用しているのか。 私たちの学校には、40カ国以上から生徒が集まっている。多様性に満ちた学校だ。 バリ出身の生徒がイタリア出身の生徒と一緒に英語を学ぶ。当然,キャリア・教育
人生で一番高い買い物は一般的にマイホームといわれています。マイホームという不動産は、だれでも生涯で一度は購入を検討するものです。しかしもし、このマイホームを購入すると死に金を使ったことになると聞いたらあなたはどう思いますか？死に金とは、,キャリア・教育
お金で幸せは買えないとの主張はよく聞きます。暮らしを快適にはしてくれますが、幸せはまた別という考え方です。しかしながら、ケンブリッジ大学の研究では「幸せはお金で買える」との結果が出たそうです。,キャリア・教育
自身の子どものころや学生時代を思い返すと、「なんであんな風にお金を無駄に使ってしまったのか……」と後悔するような使い道がありませんか？ 過剰なくらいに洋服を買っていたとか趣味に散財をしていただとか、それぞれに苦い思い出があるはず。 そう考えると、今まさにたくさんのお金を使っている趣味や買い物が、晩年に振り返っ,キャリア・教育
東京学芸大学の吉谷武志教授難民として来日した人や、国際結婚や就労のために来日した人、その家族など、さまざまな国・地域につながる人の定住化が進む中、日本語指導や学習支援を必要とする子どもたちが年々増えている。現在3万人を超える外国人市民が住む川崎市の国際交流センターで6月18日、そうした子どもたちの高校進学を考えるフォーラムが開かれた,キャリア・教育
憲法改正への動きが進められ「家族」の問題が取りざたされる現在、家族についての著作が豊富な漫画家、田房永子さんが考える家族の姿について聞いた。,キャリア・教育
共働きで対等な夫婦が増え、親子間も友達のようにフランクな昨今。でも、そんな一見仲のいい家族関係に“しんどい”と音を上げる30～40代の男性が、増えてきているそう。 妻側からすれば「私のほうがしんどいわ！」と言いたいけれど、まずは夫が口にできないホンネに耳を傾けてみよう。,キャリア・教育
「未亡人になりたい」。世の中の「妻」のなかには、「夫に死んでほしい」あるいは「死ね」「いなくなればいいのに」と思っている人がいることをご存知でしょうか？ 「うちは夫婦円満だから」なんて、甘い。「夫に,キャリア・教育
夫の仕事は妻の生い立ちから結婚までの社会人生活があるかどうかも影響するという。夫を出世させる、妻の賢い「内助の功」とは。,キャリア・教育
『夫に死んでほしい妻たち』（小林美希/朝日新聞出版）『夫に死んでほしい妻たち』（小林美希/朝日新聞出版）に登場する女性たちは、怒っている。育児にまったく参加しない夫、申し訳程度に手伝ったぐらいでイク,キャリア・教育
共働きで対等な夫婦が増え、親子間も友達のようにフランクな昨今。でも、そんな一見仲のいい家族関係に“しんどい”と音を上げる30～40代の男性が、増えてきているそう。 妻側からすれば「私のほうがしんどいわ！」と言いたいけれど、まずは夫が口にできないホンネに耳を傾けてみよう。,キャリア・教育
三菱ＵＦＪ銀 個人融資に攻勢,金融・マーケット
日本株を動かす海外投資家の主役が、ヘッジファンドなど短期資金から年金など中長期資金に交代する可能性が出てきた。アベノミクスのスタートから間もなく４年、政策面などでサプライズが起きにくくなった半面、主要国における相対的な政治安定への評価が背景にある、とＢＮＰパリバ証券ではみている。,金融・マーケット
三越伊勢丹ホールディングスは２８日、２０１７年３月期の連結営業利益予想を３７０億円（前年比１１．８％増）から２４０億円（同２７．５％減）に下方修正すると発表した。増益予想から一転して減益予想となる。訪日観光客による消費の減少や衣料品、高額品の売上げ低迷が続いている。,金融・マーケット
２７日の東京債券市場では、償還までの期間が１０年より長い超長期国債の金利が上昇（債券価格は下落）した。日銀の黒田東彦総裁が同日午前の参院財政金融委員会で「超長期の金利がもう少し上がってもおかし,金融・マーケット
２０１６年度上半期（４～９月）の日本企業による海外企業の合併・買収（Ｍ＆Ａ）の総額が前年同期比１９％増の５兆４０４４億円となり、年度上半期としては０８年（５兆６４４３億円）に迫る過去２番目の高水準だったことが調査会社レコフの集計で分かった。,金融・マーケット
日本株を動かす海外投資家の主役が、ヘッジファンドなど短期資金から年金など中長期資金に交代する可能性が出てきた。アベノミクスのスタートから間もなく４年、政策面などでサプライズが起きにくくなった半面、主要国における相対的な政治安定への評価が背景にある、とＢＮＰパリバ証券ではみている。,金融・マーケット
28日の米国株式相場は続落。Ｓ＆Ｐ500種株価指数は６週間ぶりの安値となった。クリントン民主党大統領候補が国務長官時代に私的な電子メール・サーバーを使っていた問題をめぐり、米連邦捜査局（ＦＢＩ）が調査を再開したと伝わったことが響いた。,金融・マーケット
東京株式市場で日経平均は反発した。欧米での金利上昇を背景に、為替が１ドル１０５円台前半までドル高／円安方向に振れたことが支えとなり、朝方から買いが優勢の展開。銀行、保険など金融株の上昇も投資家心理の好転に寄与した。ただ短期的な過熱感などが意識され、節目の１万７５００円を前に伸び悩んだ。後場は週末要因もあって様子見姿勢を強め、狭いレンジで売り買いが交錯した。ＴＯＰＩＸ浮動株比率の定期見直しに伴うリバランスの売買が大引けに発生し、東証１部売買代金は３．１兆円と膨らんだ。,金融・マーケット
東京株式市場で日経平均は５日ぶりの反発。前日の欧米株安を嫌気し序盤は売りが優勢の展開だった。英国の欧州連合（ＥＵ）離脱懸念がくすぶるなか、下げ幅は一時１００円超となったが、次第に買い戻しが入りプラス圏に浮上。節目の１万６０００円に迫る場面があった。中国株の上昇や円高進行に一服感がみられたことなどが、相場を下支えした。,金融・マーケット
東京株式市場で日経平均は大幅続落。序盤は買いが先行し、上昇幅は一時３１８円となったが、戻り売りに押されて下げに転じ、安値引けとなった。東証１部の値下がり銘柄は９６％と全面安商状。日中値幅は７１７円と荒い動きとなったほか、日経平均ボラティリティ指数<.JNIV>は一時４３ポイントを超え、昨年８月２６日以来の高水準を付けた。,金融・マーケット
米短期金利先物相場は、予想を上回る伸びとなった第３・四半期の米国内総生産（ＧＤＰ）統計を受けて下げ幅を拡大し、米連邦準備理事会（ＦＲＢ）による１２月の利上げ観測が高まった。,金融・マーケット
中国全体の負債額が国内総生産（ＧＤＰ）の２・５倍にのぼるとの試算を、中国の政府系有力シンクタンクが発表した。国際通貨基金（ＩＭＦ）も「切迫している」と警戒を強める借金問題に、中国政府が抜本的な対策を,金融・マーケット
２７日の米短期金利先物相場は下落。米連邦準備理事会（ＦＲＢ）が同日発表した連邦公開市場委員会（ＦＯＭＣ）声明で、経済見通しに対する目先リスクが低減したとの見解を示したことを受け、年内の米利上げ観測が高まった。,金融・マーケット
米連邦準備理事会（ＦＲＢ）は２７日まで開催した米連邦公開市場委員会（ＦＯＭＣ）で金利据え置きを決めた。だが米経済見通しに対する目先のリスクは後退したとの認識を示し、年内の引き締め再開への道を残した。,金融・マーケット
米オラクルが進めるクラウド型ソフト開発会社ネットスイートの株式公開買い付けについて、資産運用会社のTロウ・プライス・グループは買収額があと20億ドル高ければ取引に応じる考えを示している。,金融・マーケット
米7-9月期の実質国内総生産成長率は2.9％と、前四半期の1.4％から加速した。FRBが12月に利上げを決めるのに十分な数字かもしれない,金融・マーケット
実体経済の回復に早く弾みがついてほしいものだ。米商務省が7月29日発表した4-6月期の実質国内総生産（GDP、季節調整済み）速報値は前期比年率1.2％増にとどまり、1-3月期の0.8％増からあまり加速せず、ウォール・ストリート・ジ,金融・マーケット
1-3月のGDP速報が発表になりました。前期比年率1.7％増、という数字は様々な思惑を呼び込みました。 まず、事前コンセンサスより0.3％ポイントほど高かったことで「思ったよりもよかったじゃないか」という声がある一方,金融・マーケット
終盤のニューヨーク外為市場では、ドルが主要通貨に対し急落した。米連邦捜査局（ＦＢＩ）が民主党のヒラリー・クリントン大統領候補への捜査を再開すると明らかにしたことで、選挙結果をめぐる不透明感が高まった。一方、ドルはメキシコペソに対しては３週間ぶり高値をつけた。,金融・マーケット
大統領選ではクリントン氏が優勢。投資家は個人の感情や党への忠誠心をひとまず脇に置いて、世論調査の内容を受け入れるべきだ。ヒラリー・クリントン氏が次期 大統領 になるだろう、ということを。そしてそれは、米国株式市場にとっては好都合だ,金融・マーケット
海外投資家は2016年4月第1週に約300億円の買い越しに転じ、4月第2週も連続して約3800億円買い越しています,金融・マーケット
２８日のニューヨーク株式市場は、大企業で構成するダウ工業株平均が小幅に下落した。終値は前日比８・４９ドル（０・０５％）安い１万８１６１・１９ドル。ハイテク株が中心のナスダック市場の総合指数は、前日比,金融・マーケット
NY株、もみ合い 【ニューヨーク共同】27日のニューヨーク株式市場のダウ工業株30種平均は前日の終値を挟んでもみ合い、午前10時現在は前日比27.60ドル高の1万8226.93ドルをつけた。ハイテク株主体のナスダック総,金融・マーケット
米国株式市場は、ヘルスケア関連株に買いが入ったものの、金利敏感株のほか一般消費財関連株が売られたことで、不安定な取引のなか下落して終了した。米国株式市場は、年内の米利上げの鍵を握るとみられる９月の米雇用統計の発表を７日に控え、ほぼ変わらずで終了した。この日はドル高にもかかわらず原油が値上がりし、過去７営業日の上昇率は１５％近くに達した。,金融・マーケット
中国共産党の重要会議、第１８期中央委員会第６回全体会議（６中全会）が２７日閉幕し、採択したコミュニケで習近平国家主席を「核心」の指導者と位置づけた。,政治・経済
内閣官房と内閣府で、通信機器など価格にして６５億円相当、２２７個の備品の所在がわからなくなっていると、会計検査院が指摘しました。 会計検査院が内閣官房と内閣府が購入・管理している備品について調べたところ、１９８３年度以降、２０１４年度までに取得した２２７個、価格にして総額６４億７２５６万円の所在がわからなくなっていることがわかりました。 具体的にはシュレッダーや電話・ファックス、画像データを無線通信回線で送受信できる装置などで、およそ９億５０００万円の高額な通信機器も含まれているということです。 このため、会計検査院は、２７日、安倍総理に対し、直ちに状況を調査把握することや適切に管理が行われるよう連絡体制を整備するなどの改善を求めました。,政治・経済
最大で1万6000円掛かるパスポートの申請料金にメスです。政府は、国の予算の無駄遣いをチェックする「行政事業レビュー」の対象となる61の事業を決定しました。 山本幸三行革担当大臣：「無駄があればそれは断固として削らないといけない」 国の予算の無駄遣いをチェックする行政事業レビューでは、安倍政権が進める「女性活躍」政策も対象となります。医師など専門職の女性の子育て後の職場復帰を支援する事業,政治・経済
中国の習近平国家主席（左）との会談に臨むフィリピンのドゥテルテ大統領＝２０日、北京,政治・経済
ショイブレ独財務相は、財政規律の順守をユーロ加盟国に徹底させるための任務の一部を欧州委員会からユーロ圏の金融安全網である「欧州安定メカニズム（ＥＳＭ）」に移行することを提案した。ブラチスラバで開催された会議で述べた。,政治・経済
今回は、ASEANの自由貿易を中心とした地域協力についてのエッセンスを解説したい。ASEAN協力の特徴は、東南アジアのブロック化ではなく、域外諸国にも開かれている点である。そして当初は政治的な色,政治・経済
築地市場（東京都中央区）の移転先となる豊洲市場（江東区）の主要施設下に土壌汚染対策の盛り土がなかった問題で、平成２２年１１月から翌２３年１０月までの間に担当部局の中央卸売市場で盛り土をしない方針を固めていたことが２８日、都の内部調査で分かった。小池百合子知事は同日の定例会見で新たな検証報告書を１１月１日に公表するとし、「誰が盛り土をしないことを決めたのか説明する」と表明。報告書では当時の中央,政治・経済
国連総会、核兵器禁止決議を採択 【ニューヨーク共同】国連総会第1委員会（軍縮）は27日、2017年の「核兵器禁止条約」制定交渉開始を定めた決議案を賛成多数で採択した。核兵器を国際的に非合法化する作業が始動し、被爆者の悲願である核廃絶,政治・経済
豊洲市場をめぐる問題で、東京都の小池知事の指示を受けて都が内部調査をやり直した結果、盛り土を行わない方針は、平成２３年８月の部課長級の会議で,政治・経済
米大統領選の民主党候補ヒラリー・クリントン氏が国務長官時代に私用電子メールサーバーを使っていた問題で、連邦捜査局は28日、「関連すると思われる」新たなメールが見つかったことを受け、調査を再開したことを明らかにした。,政治・経済
安倍政権下での改憲に反対55％改正「必要」は過半数ほか 1. 安倍政権下での改憲に反対55％ 改正「必要」は過半数 共同通信社は28日、憲法公布70年に当たり郵送方式で実施した世論調査の結果をまとめた。安倍晋三首相の下での改憲に55％が反対し、賛成の42％,政治・経済
米軍は２８日、シリア上空で１７日に、ロシア軍の戦闘機が米軍主導の有志連合の軍用機に約８００メートルの距離まで異常接近したと明らかにした。米メディアによると、接近を受けたのは米,政治・経済
オバマ米大統領は２８日、フロリダ州オーランドで演説し、大統領選の民主党候補ヒラリー・クリントン前国務長官（６９）への支持を呼び掛けた。大統領は「クリントン氏は、この国を前進さ,政治・経済
日中韓、経済連携で一致 日本、中国、韓国の3カ国は29日、東京都内で経済貿易担当相会合を開いた。日中韓自由貿易協定（FTA）と東南アジア諸国連合（ASEAN）を含めた計16カ国で協議する東アジア地域包括的経済連携,政治・経済
石油輸出国機構（ＯＰＥＣ）は２８日、ウィーンで開いた専門家会合で９月に暫定合意した減産の詳細をめぐり協議したが、この日の会合では意見の一致は得られなかった。関係筋によると、産油量の凍結にも反対しているイランが合意事項からの除外を求めていることで協議は難航している。,政治・経済
ロシアのプーチン大統領は１０日、石油輸出国機構（ＯＰＥＣ）加盟国による減産合意にロシアも参加する用意があると述べた。,政治・経済
サウジアラビアは、イランが増産凍結に合意した場合、自国の原油生産量を引き下げる用意があるという。３人の関係筋がロイターに明らかにした。来週の石油輸出国機構（ＯＰＥＣ）加盟国と非加盟国の会合を控え、歩み寄りの姿勢を示した格好だ。,政治・経済
イラクのルアイビ石油相は２２日、アルジェリアで２６─２８日に開かれる石油輸出国機構（ＯＰＥＣ）加盟国と非加盟国の非公式会合で、増産凍結を支持する考えを示した。ただ、日量４７５万─５００万バレルの生産量は維持すると強調した。,政治・経済
11月2日、3日に青山スパイラルホールで開催される舞台「MARGINAL GONGS」。フィールドレコーディングで音を「採取」する森永泰弘が演出を手掛ける舞台の魅力とは。,テクノロジー
任天堂が来年３月に発表する新型ゲーム機「スイッチ」は、追加のアクセサリー（付属品）によって公表されていない遊び方ができるようになる。君島達己社長（66）が27日、ブルームバーグとの単独インタビューで明らかにした。,テクノロジー
指紋認証「Touch ID」に対応する「MacBook Pro」を米Appleが発表した。,テクノロジー
Kimi Hayasaki （キミ・ハヤサキ、韓国国立 忠北大学）が中心となり（注1）、Avi Loeb（アヴィ・ローブ 、ハーバード大学 天体物理学研究センター）と共同で、連星超大質量ブラック,テクノロジー
アサヒ電子研究所（大阪市中央区、和倉慎治社長）は、ガラスに近い防湿性能を持つガスバリアフィルムを開発した。試作用の製造装置も開発した。ガラスの代わりに折り曲げ可能なフィルムを基板に使う有機エレクトロ,テクノロジー
ウーバー運転手は従業員 【ロンドン共同】スマートフォンのアプリを使った配車サービス会社「ウーバー」の運転手が従業員としての雇用確認を求めた訴訟で、ロンドンの裁判所は28日、雇用関係を認め、最低賃金や有給休暇付与の対象となると,テクノロジー
世界最薄の心臓はすごい！ 動物から生きたままの組織や筋肉を採取する必要なく、心臓について実験できるようになるかもしれません。 ハーバード大学の研究者たちは、Nature Materialsに投稿され,テクノロジー
ソーシャルメディアの巨大企業の命運を握っているのは勢いだ。短文投稿サイト、ツイッターとかつてスナップチャットとして知られていた企業を見ればそれがよく分かる。シリコンバレーでは、ヒーローでなかった,テクノロジー
日本企業は何年も前から、目に見える生活空間でのロボットの普及を目指してきたが、成功と言うにはほど遠いものだった。,テクノロジー
Appleが、「MacBook Pro」のThunderbolt 3ポートに接続して使えるLG Electronics製27インチ5Kディスプレイ「LG UltraFine 5K Display」を12月に公式オンラインストアで発売する。Appleは純製の「Thunderbolt Display」を販売終了しており、今後はこうしたサードパーティー製ディスプレイを販売していくようだ。,テクノロジー
従来『フリードスパイク』のネーミングで販売されていた、ホンダ「フリード」の2ラインシーターモデルが『フリードプラス』とネーミングチェンジした。,テクノロジー
長寿を誇る日本だが、一方で3分診療、介護難民、破綻寸前の医療財政など課題は山積み。誰もが長い人生を健康で送るために、進行中のプロジェクトを紹介する。part.8ではメガネ型ウェアラブルデバイスを紹介する。「メタボリック・シンドローム」が中高,テクノロジー
それはデバイスだけど、2台のデバイスで、アプリでもあるし、そしてファウンダーのArturs,テクノロジー
これで工具箱がちょっとスッキリするかも? 「多芸は無芸」という言葉は、もしかしたらマルチツールのためにあるのかも知れません。ピンチの時には役立ちますが、案外使えるシーンは少ないし、マルチ＝理想的なツ,テクノロジー
グーグルとEvernoteは米国時間5月12日、「Google Drive」のコンテンツが「Evernote」で使用できるようになったと発表した。,テクノロジー
グーグルが「Google Drive」と「Google Apps」をアップデートし、ファイルの発見と管理を高速化する機能を追加した。,テクノロジー
パソコンとスマートフォン、スマートフォンとタブレット、タブレットとパソコン。様々な端末で動画や画像、そのほか様々なファイルを共有したいとき、どんなアプリやサービスを使っているだろうか？ 最も多いと思われるのがGoog,テクノロジー
人気のクラウドノートサービス「Evernote」が料金改定し、無料プランはアプリの利用が2台まで、有料プランは値上げされた。このままEvernoteを使い続けるべきか、それとも他のサービスに乗換えるべきか,テクノロジー
【SEMAショー16】アキュラのトレーラー公開へ…新型 NSX レーサーを運ぶ。,テクノロジー
JR東日本、東京メトロ、東急の公式スマホアプリが連携。3社で協力して利用促進を図る。,テクノロジー
スタイリッシュなビジュアルで話題となった『HIROBIRO.』とは、広島県への移住をサポートするメディアである。実はこのサイト、広島県が作成したのだという。クリエイティブな職業の人たちからも注目されているが、どんな部署が作成したのだろう？仕掛け人ともいえる担当者にお話を聞いてみた。,イノベーション
グローバル化が進む中、海外から日本を訪れる観光客の数は、年々増加の一途をたどっています。2006年には累計733万人だった訪日外国… 外国人観光客誘致の秘策！釧路で始まる“ハイテクおもてなし術”はMugendai（無限大）で公開された投稿です。,イノベーション
Androidの「あるべき姿」があるAndroidの世界はこれまでずっと、まとまりのないものだった。Android最大の強みは、あらゆる携帯電話メーカーが自由に参入してソフトウェアに手を加えられ,イノベーション
第二次安倍政権が「地方創生」を掲げたことで地方に着眼する企業は増え、2020年の五輪開催地が東京に決まったことで拍車がかかっている。とはいえ、実際に各地域でどのようなムーブメントが起きているのか,イノベーション
人工知能を使った買物アシスタントイーベイ（eBay）は、フェイスブックのメッセージアプリ「メッセンジャー」上で、パーソナライズされたショッピングアシスタント「ショップボット」を試そうとしている。,イノベーション
